"texteid","txt","zeitstempel"
12841,Department of Asian and African Studies,2014-09-01 16:13:38.300
12842,Modul 11: German from the point of view of Second Language Teaching II,2014-09-01 16:13:39.266
19451,"1.3 Advanced handling of didactic, methodological and/or assessment issues in sign language education (exercise)",2017-11-24 13:05:11.541
12844,B.A. program GERMAN LINGUISTICS,2014-09-01 16:13:42.999
12845,Modul 7: English Linguistics I: Synchrony,2014-09-01 16:13:43.270
12846,Modul 10: Linguistic data acquisition,2014-09-01 16:13:43.619
19458,"4.1 Inclusive school development and classroom-based research (lecture)",2017-11-24 13:07:12.787
19459,"4.1 Inclusive school development and classroom-based research (lecture)",2017-11-24 13:07:12.808
19460,"4.2 Advanced studies on inclusive school development and classroom research (seminar)",2017-11-24 13:07:12.828
19461,"4.2 Advanced studies on inclusive school development and classroom research (seminar)",2017-11-24 13:07:12.847
19938,M1-1 Transdisciplinary Perspectives and Interdependencies (3 CP),2018-03-02 12:33:28.970
12852,"M2-1 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (4 CP, 1 MAP)",2014-09-01 16:13:44.545
19939,M3-2 Norms in Contexts (3 CP),2018-03-02 12:33:29.103
19940,M3-3 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender II (3 CP),2018-03-02 12:33:31.750
19941,M2-2 Introduction to Gender Studies by Using the Example of One Discipline Gender II (4 CP),2018-03-02 12:33:32.145
12856,M4-2 Interdependencies Gender II (3 CP; 2 MAP),2014-09-01 16:13:44.700
19942,M8 Free Choice (3 CP),2018-03-02 12:33:35.101
12858,Notification of Changes,2014-09-01 16:13:44.877
12859,"Courses at the Centre for Interdisciplinary Womens and Gender Studies, Technical University",2014-09-01 16:13:44.934
19943,Module 8 Free Choice: Tutorials and ZtG-Courses (module exam not possible),2018-03-02 12:33:35.219
12861,Modul 1: Introduction to Linguistics,2014-09-01 16:13:45.600
19944,M5-2 Orders of Gender II (3 CP),2018-03-02 12:33:36.478
12863,Modul 6: Language Change,2014-09-01 16:13:45.170
12864,M1-1 Transdisciplinary Introduction to Gender Studies (3 CP),2014-09-01 16:13:45.226
12865,Minor: Regional Studies Asia/Africa,2014-09-01 16:13:45.405
24507,"Basic Course: Religious Education  BAGS 1, BA[B]RP, GS &#8211; H 150/151",2021-04-27 14:29:32.171
24706,"Working with pottery in archaeology (MRC-B5,V5c-oH)",2021-06-21 09:55:40.852
12868,M5-2 Orders of Gender II (3 CP; without MAP),2014-09-01 16:13:46.355
12869,M5-1 Orders of Gender I (3 CP; 2 MAP),2014-09-01 16:13:46.400
25124,Introduction to Biophysics,2021-09-10 22:48:17.110
12871,Modul 8: Theoretical Linguistics: Morphosyntax,2014-09-01 16:13:46.542
19948,M4-2 Practices of Mediation (3 CP),2018-03-02 12:33:52.802
12873,M1-2 Transdisciplinary Introduction to Gender Studies (3 CP; 2 MAP),2014-09-01 16:13:46.627
12879,Module 2: Gender I,2014-09-01 16:13:46.835
19453,"2.1 Specific aspects in education of children and young people with particular consideration of the deaf and hard of hearing (seminar)",2017-11-24 13:06:03.382
19454,"2.2 Issues in didactics and assessment with particular consideration of the deaf and hard of hearing, including inclusive teaching issues (seminar)",2017-11-24 13:06:03.402
12885,M2-3 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (3 CP; without MAP),2014-09-01 16:13:47.610
19456,"2.3 Advanced studies on didactics and assessment (exercise)",2017-11-24 13:06:03.441
25357,Current issues of physical disability pedagogy,2021-12-16 07:50:04.276
12887,"M2-1 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (4 CP, without MAP)",2014-09-01 16:13:48.620
12888,Modul 5: Language II,2014-09-01 16:13:48.679
12889,Modul 5: German Linguistics: Synchrony,2014-09-01 16:13:49.487
12890,Modul 6:  Language acquisition and the mental lexicon,2014-09-01 16:13:49.505
12891,Side Subject: Regional Studies Asia/Africa,2014-09-01 16:13:50.219
12892,MA Central Asian Studies,2014-09-01 16:13:50.509
19457,"2.3 Advanced studies on didactics and assessment (exercise)",2017-11-24 13:06:03.460
12894,M5-3 Transdisciplinary Perspectives on Orders of Gender (4 CP; without MAP),2014-09-01 16:13:51.454
19949,Bio1 Introduction to Biology          [WiSe],2018-03-02 12:33:53.557
12896,M1-1 Transdisciplinary Introduction to Gender Studies,2014-09-01 16:13:51.732
12897,History of German,2014-09-01 16:13:52.150
19950,Module 1: Interdependencies,2018-03-02 12:33:59.165
19951,B.A. Gender Studies (Minor Field) SER 2006,2018-03-02 12:33:59.729
12900,Modul 3: Linguistic research,2014-09-01 16:13:52.762
12901,Modul 8: Levels of Grammar and Diachronic Change,2014-09-01 16:13:53.343
19952,Germanistic Linguistics,2018-03-02 12:34:02.659
19953,Module 7: Self-Study Project,2018-03-02 12:34:02.967
19954,M3-1 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender II (4 CP),2018-03-02 12:34:03.807
19955,"M4-1 Follow-up Gender 1 or Follow-up Gender transdisciplinary (4 CP, + 2 CP with module exam)",2018-03-02 12:34:04.212
19956,"M2-2 Introduction Gender 2 (4 CP, + 2 CP with module exam)",2018-03-02 12:34:04.332
19957,"M4-2 Follow-up Gender 2 or Follow-up Gender transdisciplinary (4 CP, + 2 CP with module exam)",2018-03-02 12:34:04.550
12908,M2-3 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (3 CP; 1 MAP),2014-09-01 16:13:54.204
19958,"Module 1 Interdependencies (2 x 4 CP, no module exam)",2018-03-02 12:34:04.618
19959,M1-2 Introduction to Transdisciplinary Gender Studies (3 CP),2018-03-02 12:34:04.896
19960,"Module 5 Transformations (2 x 4 CP, + 4 CP with module exam)",2018-03-02 12:34:05.113
12912,Notification of Changes,2014-09-01 16:13:54.609
19961,"Module 6 Interventions (2 x 4 CP, + 4 CP with module exam)",2018-03-02 12:34:05.519
19962,"Module 8 Free Choice (2 x 4 CP, + 4 CP with module exam)",2018-03-02 12:34:10.385
19963,"Module 7 Project (2 x 4 CP, + 4 CP with module exam)",2018-03-02 12:34:17.497
19964,M2-3 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (SP: 3 LV; 1 MAP),2018-03-02 12:34:18.774
19965,B.A. Gender Studies (Subsidiary Subject) SER 2006,2018-03-02 12:34:18.936
19966,M2-1 Introduction to Gender Studies by Using the Example of One Discipline Gender I (4 CP),2018-03-02 12:34:19.704
19967,History of German,2018-03-02 12:34:23.982
19968,BA Social Sciences (Minor Field),2018-03-02 12:34:25.260
19969,M3-1 Norm-Normations-Normalisation (3 CP),2018-03-02 12:34:26.631
24508,"Digital Learning in Public Schools and Local Churches BAGS 1, BA[B]RP, GS/HS &#8211; H 250/650/651/652, MEd E/RP2, MRC V1e(3); BA-BF3, MEd-Ü3",2021-04-27 14:32:21.666
19971,M4-2 Practices of Mediation (3 CP),2018-03-02 12:34:32.132
19972,M7-2 Research Project: Carrying out (3 CP),2018-03-02 12:34:37.471
19973,M.A. Gender Studies,2018-03-02 12:34:41.330
19976,M2-3 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (SP: 3 LV; ohne MAP),2018-03-02 12:34:56.522
19977,M7-1 Research Project: Question and Design (3 CP),2018-03-02 12:35:01.261
12930,B.A. Gender Studies (Subsidiary Subject),2014-09-01 16:13:55.323
19978,M2-2 Gender + Criticism (3 CP),2018-03-02 12:35:07.335
19979,M3-2 Norms in Contexts (3 CP),2018-03-02 12:35:07.639
19980,M4-2 Interdependencies Gender II (3 CP),2018-03-02 12:35:10.204
19981,Museum of Natural History,2018-03-02 12:35:15.292
19982,Module 5 Transformations (module exam possible),2018-03-02 12:35:17.377
19983,Module 6 Interventions (module exam not possible),2018-03-02 12:35:17.441
19984,Module 3 Gender II,2018-03-02 12:35:17.695
19985,BA Social Sciences (Subsidiary Field),2018-03-02 12:35:18.560
19986,Module 2 Knowledge (module exam not possible),2018-03-02 12:35:24.730
13023,Modul 4: German Linguistics I: Synchrony,2014-09-01 16:14:14.938
19987,M2-1 Gender + Knowledge (3 CP),2018-03-02 12:35:25.332
19988,M2-2 Gender + Criticism (3 CP),2018-03-02 12:35:26.730
19989,"M2-1 Introduction Gender 1 (4 CP, no module exam)",2018-03-02 12:35:26.139
19990,"M4-1 Follow-up Gender 1 or Follow-up Gender transdisciplinary (4 CP, no module exam)",2018-03-02 12:35:26.393
19991,Module 6 Free Choice (module exam not possible),2018-03-02 12:35:26.457
19992,Module 3 Interdependencies (module exam possible),2018-03-02 12:35:26.525
19993,Module 3 Norming (module exam not possible),2018-03-02 12:35:27.119
19994,"M2-2 Introduction Gender 2 (4 CP, no module exam)",2018-03-02 12:35:27.257
19995,Module 5 Interventions (module exam not possible),2018-03-02 12:35:27.332
19996,Module 6 Free Choice (module exam possible),2018-03-02 12:35:27.398
19997,"M4-2 Follow-up Gender 2 or Follow-up Gender transdisciplinary (4 CP, no module exam)",2018-03-02 12:35:27.512
19998,Module 2: Gender I+II,2018-03-02 12:35:27.577
19999,Module 5 Interventions (module exam possible),2018-03-02 12:35:28.117
20000,"M2-1 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (4 CP, 1 MAP)",2018-03-02 12:35:29.349
12955,"Courses at the Centre for Interdisciplinary Womens and Gender Studies, Technical University",2014-09-01 16:13:56.890
13333,Module 2: Gender I+II,2014-12-09 10:57:01.695
12956,Research Colloquium Doctoral Candidates,2014-09-01 16:13:56.174
19462,Process diagnostics for students with learning difficulties,2017-11-24 16:39:04.138
20001,Vocational Qualification Courses,2018-03-02 12:35:31.182
20002,Research Colloquium Doctoral Candidates,2018-03-02 12:35:33.510
12966,Modul 7: Speech and language production and perception,2014-09-01 16:13:56.732
20003,M5a-1 Methodological Foundations (3 CP),2018-03-02 12:35:36.102
20004,"M2-1 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (4 CP, 1 MAP)",2018-03-02 12:35:37.450
20005,Module 5 Transformations (module exam not possible),2018-03-02 12:35:42.902
12970,"M2-1 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (4 CP, 1 MAP)",2014-09-01 16:13:56.828
20006,Module 3 Norming (module exam possible),2018-03-02 12:35:43.950
20007,Module 4 Medializations (module exam possible),2018-03-02 12:35:43.313
24509,Course: Learning to Teach Religious Education II MEd RP 1,2021-04-27 14:41:47.298
20009,M4-1 Interdependencies Gender I (3 CP),2018-03-02 12:35:44.334
12975,Modul 4: Language I,2014-09-01 16:13:57.351
12976,Modul 1: Gender Studies/Transdisciplinarity,2014-09-01 16:13:57.969
12977,Modul 9: Linguistics Variation / Compulsory Option Modules,2014-09-01 16:13:58.296
12978,Modul 8: Second Language Acquisition / Compulsory Option Modules,2014-09-01 16:13:58.735
12979,"Modul 4: Preparation for the semester abroad: language practice, crosslinguistic and crosscultural studies",2014-09-01 16:13:58.824
12980,Gender Studies (MA),2014-09-01 16:13:59.353
12981,"M2-1 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender I (4 CP, without MAP)",2014-09-01 16:13:59.393
12982,Modul 5: Historical Linguistics,2014-09-01 16:13:59.520
12983,B.A. Gender Studies (Minor Field),2014-09-01 16:14:00.347
12984,Module 5: Orders of Gender,2014-09-01 16:14:00.515
12985,Module 1: Gender Studies/Transdisciplinarity,2014-09-01 16:14:00.581
12986,Modul 7: Processes in Speech Communication/Compulsory Option Modules,2014-09-01 16:14:00.691
12987,Module 6: Interventions,2014-09-01 16:14:00.762
12988,Modul 2: Grammatiktheorie I:Representations of linguistic knowledge,2014-09-01 16:14:01.740
12989,B.A. program GERMAN,2014-09-01 16:14:01.900
20010,"M6-2 Planning, Carrying Out, Evaluation (3 CP)",2018-03-02 12:35:44.402
12991,Modul 11: Text and Discourse II,2014-09-01 16:14:01.990
12992,Module 3: Gender II,2014-09-01 16:14:02.363
20011,Module 4 Medializations (module exam not possible),2018-03-02 12:35:45.432
12994,Modul 12: Theoretical Linguistics III: Research literature,2014-09-01 16:14:04.552
12995,Modul 13: Prakticall skills,2014-09-01 16:14:04.926
12996,M4-1 Interdependencies Gender I (3 CP; without MAP),2014-09-01 16:14:05.922
12997,M.A. Program HISTORICAL LINGUISTICS,2014-09-01 16:14:06.710
12998,Museum of Natural History,2014-09-01 16:14:06.568
12999,History of German,2014-09-01 16:14:06.693
13000,M5-1 Orders of Gender I (3 CP; without MAP),2014-09-01 16:14:06.954
13001,M4-2 Interdependencies Gender II (3 CP; without MAP),2014-09-01 16:14:07.520
13002,B.A. program GERMAN,2014-09-01 16:14:07.770
13003,M3-1 Introductory Course: Introduction to Gender Studies by Using the Example of One Discipline Gender II (4 CP; 1 MAP),2014-09-01 16:14:07.109
13004,"M1-2 Tutorial: How to Conduct Research (or Reading Courses, Student Projects, Tutorials) (2 CP)",2014-09-01 16:14:07.353
13005,Modul 1: Introduction to General Linguistics,2014-09-01 16:14:07.420
13006,B.A. program HISTORICAL LINGUISTICS,2014-09-01 16:14:07.499
13007,Modul 15: Language and its Theory,2014-09-01 16:14:08.268
13008,Indo-European Linguistics,2014-09-01 16:14:08.503
13009,Modul 9: Theoretical Linguistics: Typology,2014-09-01 16:14:09.885
13010,M1-3 Introduction to Transdisciplinary Gender Studies (3 CP),2014-09-01 16:14:09.985
13011,Modul 6: Linguistic data acquisition,2014-09-01 16:14:10.423
13012,Modul 2:  Introduction to Historical Linguistics,2014-09-01 16:14:10.639
13013,Modul 6: German Linguistics III: Research literature,2014-09-01 16:14:11.669
20012,"M1-3 Race, Class, Gender (3 CP)",2018-03-02 12:35:45.817
13015,Compulsory Modules,2014-09-01 16:14:12.928
13016,Modul 10: Theoretical Linguistics I: Morphosyntax,2014-09-01 16:14:13.317
13017,Modul 10: German Grammar III,2014-09-01 16:14:13.570
13018,M6-1/2 Interventions (3 CP; without MAP),2014-09-01 16:14:13.776
13019,Germanistic Linguistics,2014-09-01 16:14:14.350
13020,"M2-2 Exercise (or Reading Courses, Student Projects, Tutorials) (2 CP)",2014-09-01 16:14:14.457
13021,"M3-2 Exercise (Reading Course, Student Projects, Tutorials) (2 CP)",2014-09-01 16:14:14.644
20013,Module 2 Knowledge (module exam possible),2018-03-02 12:35:46.810
13024,M4-1 Interdependencies Gender I (3 CP; 2 MAP),2014-09-01 16:14:15.150
13025,Modul 12: Branches of Indo-European I,2014-09-01 16:14:18.147
13026,Modul 5: History of German I,2014-09-01 16:14:18.186
